label	description	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism
x0so5937	seq.5936.53	Tumor necrosis factor	TNF-a	P01375	7124	TNF	Human
x0so5938	seq.5939.42	Tumor necrosis factor ligand superfamily member 12	TWEAK	O43508	407977	TNFSF12	Human
x0so5939	seq.5947.90	Thrombopoietin	Tpo	P40225	7066	THPO	Human
x0so5940	seq.5954.62	Parathyroid hormone	PTH	P01270	5741	PTH	Human
x0so5941	seq.5957.30	Somatostatin-28	Somatostatin-28	P61278	6750	SST	Human
x0so5943	seq.5963.9	Dermokine	Dermokine	Q6E0U4	93099	DMKN	Human
x0so5944	seq.5970.61	Leukocyte cell-derived chemotaxin-2	LECT2	O14960	3950	LECT2	Human
x0so5945	seq.5980.55	BolA-like protein 3	BOLA3	Q53S33	388962	BOLA3	Human
x0so5946	seq.5981.6	ES1 protein homolog, mitochondrial	ES1	P30042	8209	None	Human
x0so5947	seq.5982.50	Complement factor H-related protein 1	FHR1	Q03591	3078	CFHR1	Human
x0so5948	seq.5988.49	Tumor necrosis factor ligand superfamily member 14	LIGHT	O43557	8740	TNFSF14	Human
x0so5949	seq.5992.50	T-cell surface glycoprotein CD8 alpha chain	CD8A	P01732	925	CD8A	Human
x0so5950	seq.6003.28	Sialidase-1	NEUR1	Q99519	4758	NEU1	Human
x0so5951	seq.6019.12	Complement C1q and tumor necrosis factor-related protein 9A	C1T9A	P0C862	338872	C1QTNF9	Human
x0so5952	seq.6020.52	Urotensin-2	Urotensin-II	O95399	10911	UTS2	Human
x0so5953	seq.6022.57	Protein kinase C-binding protein NELL2	NELL2	Q99435	4753	NELL2	Human
x0so5954	seq.6024.68	Carboxypeptidase E	CBPE	P16870	1363	CPE	Human
x0so5955	seq.6027.31	Relaxin-3	REL3	Q8WXF3	117579	RLN3	Human
x0so5956	seq.6035.2	Beta-galactoside alpha-2,6-sialyltransferase 1	SIAT1	P15907	6480	ST6GAL1	Human
x0so5957	seq.6036.78	Ephrin type-A receptor 10	EPHAA	Q5JZY3	284656	EPHA10	Human
x0so5959	seq.6039.24	Corticotropin-releasing factor-binding protein	CRHBP	P24387	1393	CRHBP	Human
x0so5960	seq.6042.52	Tenascin	Tenascin	P24821	3371	TNC	Human
x0so5962	seq.6049.64	Receptor-type tyrosine-protein phosphatase S	PTPRS	Q13332	5802	PTPRS	Human
x0so5963	seq.6054.6	Neurexophilin-3	NXPH3	O95157	11248	NXPH3	Human
x0so5964	seq.6055.53	Interferon alpha/beta receptor 1	IFN-a/b R1	P17181	3454	IFNAR1	Human
x0so5965	seq.6060.2	Prolactin-inducible protein	PIP	P12273	5304	PIP	Human
x0so5966	seq.6064.4	Endoplasmic reticulum resident protein 44	TXNDC4	Q9BS26	23071	ERP44	Human
x0so5967	seq.6069.71	Sulfatase-modifying factor 2	SUMF2	Q8NBJ7	25870	SUMF2	Human
x0so5969	seq.6075.61	Beta-hexosaminidase subunit beta	Hexosaminidase B	P07686	3074	HEXB	Human
x0so5970	seq.6077.63	Adenosine deaminase CECR1	CECR1	Q9NZK5	51816	ADA2	Human
x0so5971	seq.6079.59	2-phosphoxylose phosphatase 1	ACPL2	Q8TE99	92370	PXYLP1	Human
x0so5972	seq.6081.52	Procollagen C-endopeptidase enhancer 2	PCOC2	Q9UKZ9	26577	PCOLCE2	Human
x0so5973	seq.6086.15	Chordin-like protein 2	CRDL2	Q6WN34	25884	CHRDL2	Human
x0so5975	seq.6103.70	Fc receptor-like protein 5	FCRL5	Q96RD9	83416	FCRL5	Human
x0so5976	seq.6104.1	Fibroblast growth factor receptor-like 1	FGRL1	Q8N441	53834	FGFRL1	Human
x0so5977	seq.6107.3	Chymotrypsin-like elastase family member 1	ELA1	Q9UNI1	1990	CELA1	Human
x0so5978	seq.6113.31	Endothelin-3	Endothelin 3	P14138	1908	EDN3	Human
x0so5980	seq.6117.4	Neuroendocrine convertase 2	NEC2	P16519	5126	PCSK2	Human
x0so5981	seq.6119.14	MAM domain-containing protein 2	MAMC2	Q7Z304	256691	MAMDC2	Human
x0so5983	seq.6123.69	Cellular tumor antigen p53	p53	P04637	7157	TP53	Human
x0so5984	seq.6151.18	Dual specificity mitogen-activated protein kinase kinase 3	MP2K3	P46734	5606	MAP2K3	Human
x0so5985	seq.6168.11	Cellular tumor antigen p53 R175H mutant	p53 R175H	P04637	7157	TP53	Human
x0so5986	seq.6172.7	PolyUbiquitin K63-linked	PolyUbiquitin K63	P0CG48	7316	UBC	Human
x0so5987	seq.6207.10	Prosaposin	prosaposin	P07602	5660	PSAP	Human
x0so5988	seq.6209.2	Amiloride-sensitive amine oxidase [copper-containing]	ABP1	P19801	26	AOC1	Human
x0so5989	seq.6210.100	Interferon alpha-5	IFNA5	P01569	3442	IFNA5	Human
x0so5990	seq.6213.10	Choriogonadotropin subunit beta variant 2	CGB2	Q6NT52	114336	CGB2	Human
x0so5991	seq.6214.84	Interferon alpha-8	IFNA8	P32881	3445	IFNA8	Human
x0so5992	seq.6217.23	Sulfhydryl oxidase 1	QSCN6	O00391	5768	QSOX1	Human
x0so5993	seq.6219.14	PDZ domain-containing protein 11	PDZ11	Q5EBL8	51248	PDZD11	Human
x0so5994	seq.6221.1	ADP-dependent glucokinase	ADPGK	Q9BRR6	83440	ADPGK	Human
x0so5995	seq.6223.5	Guanylate cyclase activator 2B	GUC2B	Q16661	2981	GUCA2B	Human
x0so5996	seq.6225.3	Prostasin	Prostasin	Q16651	5652	PRSS8	Human
x0so5997	seq.6226.69	Calcium uptake protein 2, mitochondrial	EFHA1	Q8IYU8	221154	MICU2	Human
x0so5998	seq.6227.1	Kallikrein-10	kallikrein 10	O43240	5655	KLK10	Human
x0so5999	seq.6228.58	Sperm acrosome membrane-associated protein 1	sperm acrosome associated 1	Q9HBV2	81833	SPACA1	Human
x0so6000	seq.6229.13	Chorionic somatomammotropin hormone	CSH	P0DML2|P0DML3	1442|1442	CSH1|CSH2	Human
x0so6001	seq.6230.56	Cerberus	CER1	O95813	9350	CER1	Human
x0so6002	seq.6231.46	Stanniocalcin-2	STC2	O76061	8614	STC2	Human
x0so6003	seq.6232.54	T-lymphocyte activation antigen CD86	B7-2	P42081	942	CD86	Human
x0so6004	seq.6234.74	Vitrin	VITRN	Q6UXI7	5212	VIT	Human
x0so6005	seq.6236.51	Collagen triple helix repeat-containing protein 1	CTHR1	Q96CG8	115908	CTHRC1	Human
x0so6006	seq.6237.11	Fibroblast growth factor receptor-like 1	FGRL1	Q8N441	53834	FGFRL1	Human
x0so6007	seq.6238.55	Pregnancy-specific beta-1-glycoprotein 8	PSG8	Q9UQ74	440533	PSG8	Human
x0so6008	seq.6240.70	R-spondin-1	RSPO1	Q2MKA7	284654	RSPO1	Human
x0so6009	seq.6245.4	Nectin-2	Nectin-2	Q92692	5819	NECTIN2	Human
x0so6010	seq.6247.9	Signal-regulatory protein beta-1	SIRB1	O00241	10326	SIRPB1	Human
x0so6011	seq.6248.68	Tumor necrosis factor receptor superfamily member 6	Fas, soluble	P25445	355	FAS	Human
x0so6012	seq.6252.62	Secretoglobin family 3A member 1	Secretoglobin family 3A member 1	Q96QR1	92304	SCGB3A1	Human
x0so6013	seq.6255.74	Probable carboxypeptidase X1	CPXM1	Q96SM3	56265	CPXM1	Human
x0so6014	seq.6256.9	Lymphocyte antigen 6 complex locus protein G6c	LY66C	O95867	80740	LY6G6C	Human
x0so6015	seq.6257.56	Cell growth regulator with EF hand domain protein 1	CGRE1	Q99674	10669	CGREF1	Human
x0so6016	seq.6259.60	Tenascin	Tenascin	P24821	3371	TNC	Human
x0so6017	seq.6260.14	Tenascin	Tenascin	P24821	3371	TNC	Human
x0so6018	seq.6262.14	Interleukin-17 receptor B	IL-17B R	Q9NRM6	55540	IL17RB	Human
x0so6019	seq.6263.77	Phospholipid transfer protein	PLTP	P55058	5360	PLTP	Human
x0so6020	seq.6264.9	Protein CYR61	CYR61	O00622	3491	CCN1	Human
x0so6021	seq.6267.51	Stathmin-4	STMN4	Q9H169	81551	STMN4	Human
x0so6022	seq.6273.58	Prolyl 3-hydroxylase 1	P3H1	Q32P28	64175	P3H1	Human
x0so6023	seq.6274.15	WSC domain-containing protein 2	WSCD2	Q2TBF2	9671	WSCD2	Human
x0so6024	seq.6276.16	Furin	Furin	P09958	5045	FURIN	Human
x0so6026	seq.6280.11	Protocadherin-8	PCDH8	O95206	5100	PCDH8	Human
x0so6027	seq.6281.51	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2	SIA4B	Q16842	6483	ST3GAL2	Human
x0so6028	seq.6283.60	Mast cell-expressed membrane protein 1	MCEM1	Q8IX19	199675	MCEMP1	Human
x0so6029	seq.6284.7	ALK and LTK ligand 2	F150B	Q6UX46	285016	ALKAL2	Human
x0so6030	seq.6285.71	Malectin	K0152	Q14165	9761	MLEC	Human
x0so6031	seq.6289.78	Rho GTPase-activating protein 36	RHG36	Q6ZRI8	158763	ARHGAP36	Human
x0so6032	seq.6290.3	Urotensin-2B	UTS2B	Q765I0	257313	UTS2B	Human
x0so6033	seq.6291.55	Calsyntenin-3	Alcadein-beta	Q9BQT9	9746	CLSTN3	Human
x0so6034	seq.6294.11	B melanoma antigen 2	BAGE2	Q86Y30	85319	BAGE2	Human
x0so6036	seq.6296.36	Oncoprotein-induced transcript 3 protein	OIT3	Q8WWZ8	170392	OIT3	Human
x0so6038	seq.6304.8	Complement C1q tumor necrosis factor-related protein 1	C1QT1	Q9BXJ1	114897	C1QTNF1	Human
x0so6039	seq.6315.58	Phospholipase B-like 1	PLBL1	Q6P4A8	79887	PLBD1	Human
x0so6040	seq.6321.65	Protocadherin gamma-A10	PCDGA	Q9Y5H3	56106	PCDHGA10	Human
x0so6041	seq.6324.11	Deoxyribonuclease-1-like 2	DNSL2	Q92874	1775	DNASE1L2	Human
x0so6042	seq.6326.20	Bone morphogenetic protein 4	BMP-4	P12644	652	BMP4	Human
x0so6043	seq.6334.9	Inactive gamma-glutamyltranspeptidase 2	GGT2	P36268	728441	GGT2	Human
x0so6045	seq.6342.10	Nephronectin	Nephronectin	Q6UXI9	255743	NPNT	Human
x0so6046	seq.6350.43	Apolipoprotein C-II	Apo C-II	P02655	344	APOC2	Human
x0so6047	seq.6351.55	B-cell antigen receptor complex-associated protein beta chain	CD79B	P40259	974	CD79B	Human
x0so6048	seq.6352.8	Insulin receptor-related protein	INSRR	P14616	3645	INSRR	Human
x0so6050	seq.6354.13	Hephaestin-like protein 1	HPHL1	Q6MZM0	341208	HEPHL1	Human
x0so6051	seq.6356.3	Carboxypeptidase B	Carboxypeptidase B1	P15086	1360	CPB1	Human
x0so6052	seq.6357.83	Chymotrypsin-like elastase family member 3B	ELA3B	P08861	23436	CELA3B	Human
x0so6053	seq.6359.50	Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2	AGO61	Q8NAT1	84892	POMGNT2	Human
x0so6054	seq.6360.7	Beta-defensin 128	DB128	Q7Z7B8	245939	DEFB128	Human
x0so6055	seq.6361.49	Receptor-type tyrosine-protein phosphatase R	PTPRR	Q15256	5801	PTPRR	Human
x0so6056	seq.6362.6	Augurin	AUGN	Q9H1Z8	84417	ECRG4	Human
x0so6058	seq.6364.7	Tapasin-related protein	TPSNR	Q9BX59	55080	TAPBPL	Human
x0so6060	seq.6366.38	Thioredoxin domain-containing protein 15	TXD15	Q96J42	79770	TXNDC15	Human
x0so6061	seq.6367.66	fibromodulin	fibromodulin	Q06828	2331	FMOD	Human
x0so6062	seq.6368.9	Cystatin-like 1	CST1L	Q9H114	128817	CSTL1	Human
x0so6063	seq.6369.82	Deformed epidermal autoregulatory factor 1 homolog	DEAF1	O75398	10522	DEAF1	Human
x0so6064	seq.6371.50	Angiopoietin-related protein 7	ANGL7	O43827	10218	ANGPTL7	Human
x0so6065	seq.6372.7	Y-box-binding protein 2	YBOX2	Q9Y2T7	51087	YBX2	Human
x0so6066	seq.6373.54	Protein delta homolog 1	DLK1	P80370	8788	DLK1	Human
x0so6067	seq.6374.7	Matrix metalloproteinase-20	MMP20	O60882	9313	MMP20	Human
x0so6068	seq.6375.75	Xyloside xylosyltransferase 1	XXLT1	Q8NBI6	152002	XXYLT1	Human
x0so6069	seq.6377.54	Lysozyme-like protein 2	LYZL2	Q7Z4W2	119180	LYZL2	Human
x0so6070	seq.6378.2	Protein CEI	CEI	Q86SI9	153571	C5orf38	Human
x0so6071	seq.6379.62	ADAMTS-like protein 2	ATL2	Q86TH1	9719	ADAMTSL2	Human
x0so6072	seq.6380.23	Peptidyl-tRNA hydrolase ICT1, mitochondrial	ICT1	Q14197	3396	MRPL58	Human
x0so6073	seq.6382.17	Beta-mannosidase	MANBA	O00462	4126	MANBA	Human
x0so6074	seq.6383.90	Tolloid-like protein 1	TLL1	O43897	7092	TLL1	Human
x0so6075	seq.6384.19	WAP four-disulfide core domain protein 3	WFDC3	Q8IUB2	140686	WFDC3	Human
x0so6076	seq.6385.63	von Willebrand factor A domain-containing protein 1	VWA1	Q6PCB0	64856	VWA1	Human
x0so6078	seq.6387.61	Defensin-5	HD-5	Q01523	1670	DEFA5	Human
x0so6079	seq.6388.21	Coiled-coil domain-containing protein 126	CC126	Q96EE4	90693	CCDC126	Human
x0so6081	seq.6390.18	Neuropeptide S	NPS	P0C0P6	594857	NPS	Human
x0so6082	seq.6391.52	Leukocyte immunoglobulin-like receptor subfamily A member 3	LIRA3	Q8N6C8	11026	LILRA3	Human
x0so6083	seq.6392.7	WNT1-inducible-signaling pathway protein 2	WISP-2	O76076	8839	CCN5	Human
x0so6084	seq.6393.63	Endoplasmin	Endoplasmin	P14625	7184	HSP90B1	Human
x0so6085	seq.6395.58	Glycoprotein hormone alpha-2	GPHA2	Q96T91	170589	GPHA2	Human
x0so6086	seq.6398.12	Lon protease homolog, mitochondrial	LONM	P36776	9361	LONP1	Human
x0so6087	seq.6399.52	Beta-defensin 107	D107A	Q8IZN7	245910	DEFB107A	Human
x0so6088	seq.6400.33	Tumor protein p53-inducible protein 13	P5I13	Q8NBR0	90313	TP53I13	Human
x0so6090	seq.6402.8	Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-deltaTM	PILRA isoform FDF03-deltaTM	Q9UKJ1	29992	PILRA	Human
x0so6091	seq.6404.20	C1q-related factor	C1QRF	O75973	10882	C1QL1	Human
x0so6092	seq.6405.74	Pregnancy-specific beta-1-glycoprotein 2	PSG2	P11465	5670	PSG2	Human
x0so6093	seq.6406.3	Normal mucosa of esophagus-specific gene 1 protein	NMES1	Q9C002	84419	NMES1	Human
x0so6094	seq.6407.63	Ladinin-1	LAD1	O00515	3898	LAD1	Human
x0so6095	seq.6408.2	Inhibin beta C chain	INHBC	P55103	3626	INHBC	Human
x0so6096	seq.6409.57	Adhesion G protein-coupled receptor F5	GP116	Q8IZF2	221395	ADGRF5	Human
x0so6097	seq.6410.26	Early placenta insulin-like peptide	INSL4	Q14641	3641	INSL4	Human
x0so6098	seq.6411.58	Beta-defensin 135	DB135	Q30KP9	613209	DEFB135	Human
x0so6100	seq.6413.79	Lipase member K	LIPK	Q5VXJ0	643414	LIPK	Human
x0so6101	seq.6414.8	Out at first protein homolog	OAF	Q86UD1	220323	OAF	Human
x0so6102	seq.6415.90	Carboxypeptidase N subunit 2	CPN2	P22792	1370	CPN2	Human
x0so6103	seq.6416.8	Gastrokine-2	GKN2	Q86XP6	200504	GKN2	Human
x0so6106	seq.6420.4	Succinate dehydrogenase assembly factor 2, mitochondrial	SDHF2	Q9NX18	54949	SDHAF2	Human
x0so6107	seq.6421.52	Interferon alpha-16	IFN16	P05015	3449	IFNA16	Human
x0so6108	seq.6423.66	Complement C1q-like protein 2	C1QL2	Q7Z5L3	165257	C1QL2	Human
x0so6109	seq.6424.2	Probable inactive ribonuclease-like protein 13	RNS13	Q5GAN3	440163	RNASE13	Human
x0so6110	seq.6425.87	Matrix metalloproteinase-19	MMP19	Q99542	4327	MMP19	Human
x0so6111	seq.6430.36	Protein FAM19A2	F19A2	Q8N3H0	338811	TAFA2	Human
x0so6112	seq.6431.68	Prenylcysteine oxidase 1	PCYOX	Q9UHG3	51449	PCYOX1	Human
x0so6113	seq.6433.57	Pseudokinase FAM20A	FA20A	Q96MK3	54757	FAM20A	Human
x0so6114	seq.6434.18	Retina-specific copper amine oxidase	Amine oxidase	O75106	314	AOC2	Human
x0so6115	seq.6439.59	Uncharacterized protein C14orf93	CN093	Q9H972	60686	C14orf93	Human
x0so6116	seq.6440.31	Microfibrillar-associated protein 5	MFAP5	Q13361	8076	MFAP5	Human
x0so6117	seq.6441.62	A disintegrin and metalloproteinase with thrombospondin motifs 6	ATS6	Q9UKP5	11174	ADAMTS6	Human
x0so6118	seq.6442.6	B melanoma antigen 3	BAGE3	Q86Y29	85318	BAGE3	Human
x0so6120	seq.6444.15	Pregnancy-specific beta-1-glycoprotein 3	PSG3	Q16557	5671	PSG3	Human
x0so6121	seq.6447.73	Pentraxin-related protein PTX3	PTX3	P26022	5806	PTX3	Human
x0so6122	seq.6448.36	Semaphorin-3C	Sema E	Q99985	10512	SEMA3C	Human
x0so6123	seq.6450.8	Gastrotropin	FABP6	P51161	2172	FABP6	Human
x0so6124	seq.6451.64	Asporin	ASPN	Q9BXN1	54829	ASPN	Human
x0so6125	seq.6453.70	Leukocyte immunoglobulin-like receptor subfamily B member 4	LIRB4	Q8NHJ6	11006	LILRB4	Human
x0so6126	seq.6454.38	Rho GDP-dissociation inhibitor 1	Rho-GDIa	P52565	396	ARHGDIA	Human
x0so6127	seq.6455.52	Hyaluronan and proteoglycan link protein 4	HPLN4	Q86UW8	404037	HAPLN4	Human
x0so6128	seq.6456.17	Pregnancy-specific beta-1-glycoprotein 6	PSG6	Q00889	5675	PSG6	Human
x0so6129	seq.6457.50	Protocadherin gamma-A1	PCDG1	Q9Y5H4	56114	PCDHGA1	Human
x0so6130	seq.6458.6	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Lumenal domain	RPN1:LD	P04843	6184	RPN1	Human
x0so6131	seq.6461.54	Apolipoprotein C-III	Apo C-III	P02656	345	APOC3	Human
x0so6132	seq.6462.12	Metalloproteinase inhibitor 4	TIMP-4	Q99727	7079	TIMP4	Human
x0so6133	seq.6463.59	Orexigenic neuropeptide QRFP	OX26	P83859	347148	QRFP	Human
x0so6134	seq.6464.40	Transmembrane protein PVRIG	PVRIG	Q6DKI7	79037	PVRIG	Human
x0so6136	seq.6467.65	Protein O-glucosyltransferase 1	KTEL1	Q8NBL1	56983	POGLUT1	Human
x0so6137	seq.6468.37	Tachykinin-4	TKN4	Q86UU9	255061	TAC4	Human
x0so6138	seq.6469.62	Lymphocyte antigen 6 complex locus protein G6d	LY66D	O95868	58530	LY6G6D	Human
x0so6139	seq.6470.19	Fibulin-1	fibulin 1	P23142	2192	FBLN1	Human
x0so6140	seq.6471.53	Complement factor H-related protein 4	FHR4	Q92496	10877	CFHR4	Human
x0so6141	seq.6472.40	Melanocyte protein PMEL	GP100	P40967	6490	PMEL	Human
x0so6142	seq.6473.55	BPI fold-containing family A member 1	PLUNC	Q9NP55	51297	BPIFA1	Human
x0so6143	seq.6478.2	IgLON family member 5	IGLO5	A6NGN9	402665	IGLON5	Human
x0so6144	seq.6480.1	Soluble calcium-activated nucleotidase 1	CANT1	Q8WVQ1	124583	CANT1	Human
x0so6145	seq.6485.59	Immunoglobulin lambda-like polypeptide 1	IGLL1	P15814	3543	IGLL1	Human
x0so6146	seq.6491.59	Kallikrein-15	kallikrein 15	Q9H2R5	55554	KLK15	Human
x0so6147	seq.6493.9	Carboxypeptidase Z	CBPZ	Q66K79	8532	CPZ	Human
x0so6148	seq.6494.60	Sperm acrosome-associated protein 5	sperm acrosome associated 5	Q96QH8	389852	SPACA5	Human
x0so6149	seq.6495.14	Endothelin-1	Endothelin 1	P05305	1906	EDN1	Human
x0so6150	seq.6496.60	Protein delta homolog 1:Extracellular domain	DLK1:ECD	P80370	8788	DLK1	Human
x0so6151	seq.6497.10	Retinoschisin	XLRS1	O15537	6247	RS1	Human
x0so6152	seq.6502.50	Cysteine-rich motor neuron 1 protein:Extracellular domain	CRIM1:ECD	Q9NZV1	51232	CRIM1	Human
x0so6153	seq.6504.65	Lysyl oxidase homolog 2	Lysyl oxidase-like protein 2	Q9Y4K0	4017	LOXL2	Human
x0so6154	seq.6506.54	Transmembrane emp24 domain-containing protein 10	TMEDA	P49755	10972	TMED10	Human
x0so6155	seq.6507.16	Neural cell adhesion molecule 2	NCAM2	O15394	4685	NCAM2	Human
x0so6156	seq.6508.68	Secretoglobin family 1D member 2	SG1D2	O95969	10647	SCGB1D2	Human
x0so6157	seq.6510.56	E3 ubiquitin-protein ligase RNF128:region 1	RN128:region 1	Q8TEB7	79589	RNF128	Human
x0so6158	seq.6511.17	Protein FAM19A4	F19A4	Q96LR4	151647	TAFA4	Human
x0so6159	seq.6512.68	Kremen protein 1	KREM1	Q96MU8	83999	KREMEN1	Human
x0so6160	seq.6517.14	Growth/differentiation factor 10	BMP-3b	P55107	2662	GDF10	Human
x0so6161	seq.6518.85	Appetite-regulating hormone	ghrelin	Q9UBU3	51738	GHRL	Human
x0so6162	seq.6520.87	Matrix Gla protein	MGP	P08493	4256	MGP	Human
x0so6163	seq.6521.35	Neuronal pentraxin-2	NPTX2	P47972	4885	NPTX2	Human
x0so6165	seq.6525.17	Dual specificity protein phosphatase 13 isoform A	DUSP13	Q6B8I1	51207	DUSP13	Human
x0so6166	seq.6526.77	Odorant-binding protein 2a	OBP2A	Q9NY56	29991	OBP2A	Human
x0so6167	seq.6527.1	TLR4 interactor with leucine rich repeats:Extracellular domain	TRIL:ECD	Q7L0X0	9865	TRIL	Human
x0so6168	seq.6528.95	Exostosin-like 2	EXTL2	Q9UBQ6	2135	EXTL2	Human
x0so6169	seq.6530.63	Opiorphin prepropeptide	PROL1	Q99935	58503	OPRPN	Human
x0so6170	seq.6531.29	Protein FAM162A	F162A	Q96A26	26355	FAM162A	Human
x0so6171	seq.6533.20	Deoxyribonuclease-2-beta	DNS2B	Q8WZ79	58511	DNASE2B	Human
x0so6172	seq.6536.54	Putative phospholipase B-like 2	LAML2	Q8NHP8	196463	PLBD2	Human
x0so6173	seq.6538.90	Uncharacterized protein KIAA2013	K2013	Q8IYS2	90231	KIAA2013	Human
x0so6174	seq.6543.182	Prolactin-releasing peptide	PRRP	P81277	51052	PRLH	Human
x0so6175	seq.6544.33	Protein kinase C-binding protein NELL1	NELL1	Q92832	4745	NELL1	Human
x0so6176	seq.6545.58	Major prion protein	PRIO	P04156	5621	PRNP	Human
x0so6177	seq.6546.41	Dickkopf-related protein 2	DKK2	Q9UBU2	27123	DKK2	Human
x0so6178	seq.6547.83	Transmembrane protease serine 11D	TM11D	O60235	9407	TMPRSS11D	Human
x0so6179	seq.6549.60	V-set and transmembrane domain-containing protein 2-like protein	VTM2L	Q96N03	128434	VSTM2L	Human
x0so6180	seq.6550.4	Intercellular adhesion molecule 4	ICAM4	Q14773	3386	ICAM4	Human
x0so6181	seq.6551.94	Serpin A12	Vaspin	Q8IW75	145264	SERPINA12	Human
x0so6182	seq.6553.68	Cilia- and flagella-associated protein 45	CCD19	Q9UL16	25790	CFAP45	Human
x0so6183	seq.6555.58	Stomatin-like protein 2, mitochondrial	Stomatin-like protein 2	Q9UJZ1	30968	STOML2	Human
x0so6184	seq.6556.5	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5	ENPP5	Q9UJA9	59084	ENPP5	Human
x0so6185	seq.6557.50	Leucine-rich repeat-containing protein 15	LRC15	Q8TF66	131578	LRRC15	Human
x0so6186	seq.6558.5	Collectin-10	COL10	Q9Y6Z7	10584	COLEC10	Human
x0so6187	seq.6561.77	Ig Kappa chain V-I region HK102- like	Ig K chain V-I region HK102-like	P01602	28299	IGKV1-5	Human
x0so6188	seq.6563.78	Heat shock 70 kDa protein 1A	HSP 70	P0DMV8	3303	HSPA1A	Human
x0so6189	seq.6565.68	CUB domain-containing protein 1	CDCP1	Q9H5V8	64866	CDCP1	Human
x0so6190	seq.6568.18	HEPACAM family member 2:Isoform 2, Extracellular domain	HECA2:ECD	A8MVW5	253012	HEPACAM2	Human
x0so6191	seq.6570.1	Collagen alpha-1(XIII) chain	CODA1	Q5TAT6	1305	COL13A1	Human
x0so6192	seq.6571.75	Uncharacterized protein C17orf78:N-term	CQ078:N-term	Q8N4C9	284099	C17orf78	Human
x0so6193	seq.6572.10	Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Extracellular domain	LRRT4:ECD	Q86VH4	80059	LRRTM4	Human
x0so6194	seq.6574.11	Fas apoptotic inhibitory molecule 3	FAIM3	O60667	9214	FCMR	Human
x0so6195	seq.6575.79	ADAMTS-like protein 1	ATL1	Q8N6G6	92949	ADAMTSL1	Human
x0so6196	seq.6576.1	Ecto-ADP-ribosyltransferase 4	ART4	Q93070	420	ART4	Human
x0so6197	seq.6577.64	Laminin subunit alpha-4	LAMA4	Q16363	3910	LAMA4	Human
x0so6198	seq.6578.29	Tenomodulin	TNMD	Q9H2S6	64102	TNMD	Human
x0so6199	seq.6580.29	Pregnancy zone protein	Pregnancy zone protein	P20742	5858	PZP	Human
x0so6201	seq.6583.67	Protein Z-dependent protease inhibitor	protein Z inhibitor	Q9UK55	51156	SERPINA10	Human
x0so6202	seq.6584.1	Sarcoplasmic reticulum histidine-rich calcium-binding protein	SRCH	P23327	3270	HRC	Human
x0so6203	seq.6586.19	Disintegrin and metalloproteinase domain-containing protein 11	ADA11	O75078	4185	ADAM11	Human
x0so6204	seq.6587.6	Leucine-rich repeat and fibronectin type-III domain-containing protein 5	LRFN5	Q96NI6	145581	LRFN5	Human
x0so6205	seq.6590.54	Neuropilin-2	Neuropilin-2	O60462	8828	NRP2	Human
x0so6206	seq.6593.5	Polypeptide N-acetylgalactosaminyltransferase 3	GALT3	Q14435	2591	GALNT3	Human
x0so6207	seq.6594.64	SAYSvFN domain-containing protein 1	SMDC1	Q9NPB0	55776	SAYSD1	Human
x0so6208	seq.6597.24	Membrane protein FAM174A	TM157	Q8TBP5	345757	FAM174A	Human
x0so6209	seq.6599.5	Protein APCDD1	APCD1	Q8J025	147495	APCDD1	Human
x0so6210	seq.6600.70	RELT-like protein 2	RELL2	Q8NC24	285613	RELL2	Human
x0so6211	seq.6603.18	Anosmin-1	KALM	P23352	3730	ANOS1	Human
x0so6212	seq.6604.59	Protein NDNF	CD031	Q8TB73	79625	NDNF	Human
x0so6213	seq.6605.17	Insulin-like growth factor-binding protein complex acid labile subunit	IGFALS	P35858	3483	IGFALS	Human
x0so6214	seq.6606.61	Metastasis-suppressor KiSS-1	KISS1	Q15726	3814	KISS1	Human
x0so6215	seq.6609.22	2',3'-cyclic-nucleotide 3'-phosphodiesterase	CN37	P09543	1267	CNP	Human
x0so6216	seq.6611.8	KDEL motif-containing protein 1	KDEL1	Q6UW63	79070	POGLUT2	Human
x0so6217	seq.6612.90	BRICHOS domain-containing protein 5	CP079	Q6PL45	283870	BRICD5	Human
x0so6218	seq.6617.12	Fc receptor-like protein 6	FCRL6	Q6DN72	343413	FCRL6	Human
x0so6219	seq.6620.82	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1	LIGO1	Q96FE5	84894	LINGO1	Human
x0so6220	seq.6621.10	Prorelaxin H2	REL2	P04090	6019	RLN2	Human
x0so6221	seq.6622.90	Apelin	APEL	Q9ULZ1	8862	APLN	Human
x0so6222	seq.6624.94	Protein Wnt-11	WNT11	O96014	7481	WNT11	Human
x0so6223	seq.6625.31	ATPase family AAA domain-containing protein 1	ATAD1	Q8NBU5	84896	ATAD1	Human
